category,match,slot,text
1,2436,3,go end. huskar. picker. :). hahah. winter. report. lc. hahahah. axe min 12 vanguard dager. hahahah. report lc. thanks. hahah. invoker. picker. :). take damage ta. hahah. typical. 4 k. dog. hahah. isnt support. fault. not him. this son of whore. invoker. 2 points. quas. hahahah. hahahah. first time i see. in my life
1,2445,5,"Yes. I didnt realise you had impetus, coz you were using frost arrows. fuuuck. I didnt mean to press it :(. Okay... you were literally just standing there this time. like, the fuck?. What were you doing?. It was there for ages, and I got it.... Yes. I am. just end guys. Seriously. Stop being dicks and fountain camping. Thank you"
1,2484,7,ez mid la. fucking idiot mid. cancer. come. 28 mins and I never see sf ult. just end. gtg
1,2489,7,buy dominator and necro. finish fast pls. can u just finish fast pls?. braindamaged dog. just go and finish this game. why u farm
1,2531,9,I AM SUPP. U NOOB. ?. TREE IS CORE. HE TAKE FARM BOT. HE NOOB. I LEGEND 5. I NO NOOB. ?. I DISTRACT. FROM TEAMFIGHT TOP. RETARD. i am sun tzu
1,2550,3,oomg. noob team. fuck my team. fuck my teaaaaaaaaaaaam. uselees invoke
1,2655,9,just report kunkka mther fuker noob dag. kunka 100%noob plyer. 100% mther fuker. ko3 nant. ko3 nant kukka
1,2664,0,GG guys enjoy ur win ez . can u report meepo plz . GG this fuckin shit moron meepo . GG shit i teram . GG. FF guys report meppo plz . GG WP . GO ff guys . GG. report meepo guys . he is 1 idot player . fuckin boster nooob
1,2743,2,Rofl. Shut the fuck up man. Yes. its funny. We have ember. on safe lane. Who thinks he is miracle. dude. You're. so fucking shit. player. you're . Shit. man. You're not in eu. TOP. 200. EU. ROFL. blink for what?. i got . Ward?. Sry. i already. Have. A anceint acc. top 200 eu. is most retareded person i ever seen. no you cant. its sad game. Everyone think he is miracle. ^^. you tusk asking . you to buy . ward. nothing more. ember no need. linken
1,2793,5,report clingz please :). U are solo faming top while ur t2 is getting fucked. I also come for a gank and u are too scared to go on a wd. meh its ok. clingz is slow anyway too. so its kinda like same pace. are u part of our team then?. ure snowballing cuz i won u game. or actually jugg. id trade ur pudge fo our flaming brainless clingz anyway <3. anyday*. come with us pudge. clignz u have not finished ur boots and have 1 bloodthorn minute 31. if only u had a deso. oh no wait ure building a fucking hex with a lion. who droppe du. dropped u. ah yes yes. 'I build something retarded.... lemme blame it on team mate'. haahah. dust . when we are done clingz make sure to give jugg a good sucky sucky as a thank you that he carried ur ass ok?. Its not gay if Im a girl u dipshit lmao. so ure a girl too?. ahahahha. that was good. I paid him
1,2836,9,wk noob. disruptor friend of sniper. 2 russians. gg. report sniper all. gg. all report sniper
1,2907,4,im gay  i love dicks. pls call me gay. im cancer. im cancer archon hrhehe. ahaha. im so cancer. soosso. ksks. y?. lech? don't pls
1,2911,9,PUTIN SUCK DICK FAGGOT RETARD AUTIST CAR TRUNK CLIFF FUCKER DIE . long we have waited. now we jebaited. fight me. if u got balls. faggots. i coached that ember btw. press 1 if u think legion is a retard. 1
1,2947,0,WTF BARA U SUCK. FUCK U RUSSKIES. FUCK U BARA. fuck russia. poor bastards
1,2991,3,ok feed. Haha. AW. haha. sad joker. Ez. EZ. Haha lol. SAD. SAD. haha. end it. end pls. yeah. like you two star. Archon. End ty. haha. this unvoker. unvoker not injo. carry will be call unvoker. haha. bobo. Haha. noob
1,3095,0,"Kill Slark.. I will block.. Rustard Slark spotted.. Slark top.. Care.. Nice blink with damage taken.. Ez volvo.. Slark is braindead.. + this game is so bugged.. It has become a joke of a game, lately.. 4/4 muted.. Ez game.. No communication=no win.. They're cavemen.. Fucking mongoloid.. How can someone EVEN GET TO STEAL HOOK!?. LIKE FOR REAL!. HOW LOW CAN ONE PUDGE BE!?. How can Rubick steal Hook?. HOW!?!?!?. 4 rustards in my team/.. Ye'.. YOU CAN ROT IMEDEATELY!. YOU FUCKING IMBECILE!. IT'S ALMOST IMPOSIBLE TO GET HOOK!. YOU HOOK/ROT!"
1,3150,2,ez. wait. fucking nuubs. why u want to fucking unpause?. go play league of legends. fucking trash. scare 5vs5?. fucking ruski kebab. wew. no one tp. gege. l0l wk. radi :DDDDDDDDDDDDD. fuck u. nuubs. now we wont wait. l0l. l0l. bye wk. ez win. l0l shaker. :DDDDDDDDDDDD. llululululu. jugg farm 40mins for die. :DDDDDDDDDD. this monky is very angry. lul
1,3152,0,of course you are pinoy. you pick PA. bobo tang ina this PA. shut up you pinoy. my point is you pinoys work for us as maids in our country
1,3152,1,?. second try lucky. wew. Wew. Wewewewewe. pa is pinoy. pignoi. exactly. you're*. fucking uneducated pinoys. gg. report pa. all. tyy
1,3152,3,gg cm. wew. warded. no dust. ??. g. ahahah cm so cute. so cute and noob. wew. realy. ??. ??. run. wp. ??. ahhaha invo . your nice player dude. cm said shut up. ahhahaha. while he have no contribute in this team. no dust. no sentry. no sod. wtf. cm what are you r point. ?? invo. nc game. ahahha. sniper. so brave. ahhaha. taht true guys. hehehhe reason . hahaha. report cm. the brainless. nc game. hahah cm. hahaha cm usedledss
1,3177,2,end. watch me kunka. every body can throw. nd. go mid. i will not help deff. end. end. tired playing. noob kunka noob tecis. end. end. md kill me sf. mid. mid. go ahead. like i afraid lol. KUNKA THROW FUCK. WHAT EVER. THANKS. GO AHEAD. NOOB TECIS AND KUNKA WHAT FOR LION AND NP TRY HARD STUPID
1,3177,5,wahahahahaha. end this is bulshit gaming fucking sniper and pudge watching porn. porn gaming. huhu. okie pro pudge. pro team. pro tlga tong mga gago. nag tank na. naka tingin parin. okie ikaw mag tank gago. score lang tinignan. gogong. san utak mo. ??. run. new meta . def mo nalang sniper. d na kasi ako kaya ehh. lol
1,3177,9,archon 1 and 2 in mid xDD. SF BB KIDS. see. cancer bb. cancer sf. as well. 1-10 shitt. so fckin noob. like sf. RE[PRT TJAT SHIT. REPORT THAT SHITT. SO NNOOB. KID. LI9KE BB AND JUGG. FCK. playing like LOL. bullshit. xDD. just kidding. just jokinggggg. whyy. alien dude?. whyy. xD. xD. gg. no. CANT COMMEND U. HAHAHAHAHAHA. commend me. support pudge
1,3179,7,gege. i think. lmao. brainless. im done ty. 10 min bf. ^^. our first pick. sad. gege. im already abbandon . end it faster ty Xd. so hard take 3 hero XD. i mean use. XD. cumoout. lol
1,3239,9,russians go to your east servers bitcheeeeeeees
1,3259,0,retard. medusa freefarm. ez. ruski. dont talk. noone can understand. u motherfuckers. go back to russia. suck my cock. russian scum
1,3287,7,Report. Report monkey. real monkey. FUCK YOU MORON. Report monkey. Real life monkey
1,3325,3,gg. gg. hahaha. fucking bb. mother fucker. kid. see mother fucker. duel. wp
1,3369,8,end mid? i wont def. mana break stonk. ahhh that aint mid. shouldve gone mid
1,3424,7,heil. fucking whore. ur mother is whore. ?
1,3463,4,"one. ez mid. ez. end fast plz. end ty. wp. prefeable make tinker rq. es. ?. :D. nope. end?. like wtf. they suck. whats hard about ending. im 2 hits. only use he has. why?. im covered by noobs here. ofc i defend. thats the game. and?. not same skill. lol mmr is a number, not skill. if you think mmr and kill are the same, you must b een stupid than all here. ty. reprot me for beeing smarter than you. im happy with that. lc just crying because he sucks. 2 duels 33 min. nope. im already repoted. why would i then:). you trash :D. nah. g end noob. nah rather you have. that cant find th mute button. ahahahah love pudgy that needs rod to hit hooks :D. so sad. nice duel. ty. try get some skills lc. you noob herald. not same skill. :). worst lc i saw. dont hink i just proved it. ++ smart weaver"
1,3465,6,vagina . :v . uii csmkr. wtf. :v . ez. ez. team noob. pangolier pro. ez pudge. gg. ez. axaxaxa. ez. report suport pls. ez aa. gg . ez. ez la dota. aparition de nada sirve. report aa pls. bf ytuguer jhajajajaja
1,3472,0,gg. End. this mk. no hope. this mk. PANIC MEEPO. NO ONE CARES. IF U CARRY THIS GAME. BECAUSE YOUR LUCKY!. LOL MK. SEEW YOUR ITEM IIDOT. wANNA 1V1 MK ?. aFTER THIS
1,3472,2,HAHAAHA. Stfu medusa . U suck . Mother fucker. come . Ez. GGWP
